tactic_id,tactic,priority,technique_id,technique,subtechnique_id,subtechnique,is_leaf,platforms,detection_strategies,analytics,data_components_required,data_components_missing,status,hypotheses,files
TA0004,Privilege Escalation,1,T1053,Scheduled Task/Job,T1053.003,Cron,yes,Linux; macOS; ESXi,DET0290,AN0805; AN0806; AN0807,File Modification; Process Creation; Scheduled Job Creation,,covered,1,techniques/T1053-scheduled-task-job/T1053.003-cron/cron-job-created-for-untrusted-payload.yaml
TA0004,Privilege Escalation,1,T1053,Scheduled Task/Job,T1053.005,Scheduled Task,yes,Windows,DET0441,AN1221,File Creation; Process Creation; Scheduled Job Creation; Scheduled Job Modification; Windows Registry Key Modification,,covered,1,techniques/T1053-scheduled-task-job/T1053.005-scheduled-task/scheduled-task-created-for-untrusted-payload.yaml
TA0004,Privilege Escalation,1,T1053,Scheduled Task/Job,T1053.006,Systemd Timers,yes,Linux,DET0231,AN0645,File Creation; Process Creation; Scheduled Job Creation,,covered,1,techniques/T1053-scheduled-task-job/T1053.006-systemd-timers/systemd-timer-created-for-untrusted-payload.yaml
TA0004,Privilege Escalation,1,T1053,Scheduled Task/Job,T1053.007,Container Orchestration Job,yes,Containers,DET0206,AN0582,Container Creation; Network Traffic Content; Scheduled Job Creation,Container Creation,out-of-scope,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,,,no,Linux; macOS; Windows,DET0508,AN1399; AN1400; AN1401,File Access; Module Load; OS API Execution; Process Access; Process Creation; Process Metadata; Process Modification,Module Load; OS API Execution; Process Access; Process Modification,parent,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.001,Dynamic-link Library Injection,yes,Windows,DET0389,AN1095,Module Load; Named Pipe Metadata; Process Access; Process Creation,Module Load; Named Pipe Metadata; Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.002,Portable Executable Injection,yes,Windows,DET0106,AN0297,File Creation; Process Access; Process Creation; Process Modification,Process Access; Process Modification,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.003,Thread Execution Hijacking,yes,Windows,DET0295,AN0822,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.004,Asynchronous Procedure Call,yes,Windows,DET0100,AN0277,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.005,Thread Local Storage,yes,Windows,DET0467,AN1289,Module Load; OS API Execution; Process Access; Process Modification,Module Load; OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.008,Ptrace System Calls,yes,Linux,DET0203,AN0579,OS API Execution; Process Creation; Process Metadata,OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.009,Proc Memory,yes,Linux,DET0541,AN1494,File Access; File Modification; OS API Execution,OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.011,Extra Window Memory Injection,yes,Windows,DET0217,AN0608,OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.012,Process Hollowing,yes,Windows,DET0382,AN1076,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.013,Process Doppelgänging,yes,Windows,DET0544,AN1501,File Creation; OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.014,VDSO Hijacking,yes,Linux,DET0448,AN1241,Module Load; OS API Execution; Process Creation; Process Modification,Module Load; OS API Execution; Process Modification,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1055,Process Injection,T1055.015,ListPlanting,yes,Windows,DET0331,AN0941,OS API Execution; Process Access; Process Creation; Process Modification,OS API Execution; Process Access; Process Modification,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1068,Exploitation for Privilege Escalation,,,yes,Containers; Linux; macOS; Windows,DET0514,AN1419; AN1420; AN1421; AN1422,Container Enumeration; Driver Load; Logon Session Creation; Logon Session Metadata; Module Load; Process Access; Process Creation,Container Enumeration; Driver Load; Module Load; Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1078,Valid Accounts,,,no,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0560,AN1543; AN1544; AN1545; AN1546; AN1547,Logon Session Creation; Logon Session Metadata; Process Creation; User Account Authentication,,parent,0,
TA0004,Privilege Escalation,1,T1078,Valid Accounts,T1078.001,Default Accounts,yes,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0465,AN1283; AN1284; AN1285; AN1286; AN1287,Logon Session Creation; Logon Session Metadata; User Account Authentication,,covered,1,techniques/T1078-valid-accounts/T1078.001-default-accounts/default-account-used-to-authenticate.yaml
TA0004,Privilege Escalation,1,T1078,Valid Accounts,T1078.002,Domain Accounts,yes,ESXi; Linux; macOS; Windows,DET0210,AN0590; AN0591; AN0592; AN0593,Logon Session Metadata; Network Connection Creation; Process Creation; User Account Authentication,,not-covered,0,
TA0004,Privilege Escalation,1,T1078,Valid Accounts,T1078.003,Local Accounts,yes,Containers; ESXi; Linux; macOS; Network Devices; Windows,DET0407,AN1137; AN1138; AN1139,Logon Session Creation; Logon Session Metadata; User Account Authentication,,not-covered,0,
TA0004,Privilege Escalation,1,T1078,Valid Accounts,T1078.004,Cloud Accounts,yes,IaaS; Identity Provider; Office Suite; SaaS,DET0546,AN1503; AN1504; AN1505; AN1506,Logon Session Creation; Logon Session Metadata; User Account Authentication,,out-of-scope,0,
TA0004,Privilege Escalation,1,T1098,Account Manipulation,,,no,Containers; ESXi; IaaS; Identity Provider; Linux; macOS; Network Devices; Office Suite; SaaS; Windows,DET0096,AN0265; AN0266; AN0267; AN0268; AN0269; AN0270,Active Directory Object Modification; File Modification; Process Creation; User Account Modification,,parent,0,
TA0004,Privilege Escalation,1,T1098,Account Manipulation,T1098.001,Additional Cloud Credentials,yes,IaaS; Identity Provider; SaaS,DET0531,AN1469; AN1470; AN1471,Active Directory Object Creation; Active Directory Object Modification; User Account Modification,,out-of-scope,0,
TA0004,Privilege Escalation,1,T1098,Account Manipulation,T1098.002,Additional Email Delegate Permissions,yes,Windows; Office Suite,DET0373,AN1051; AN1052,Application Log Content; Process Creation; User Account Modification,,not-covered,0,
TA0004,Privilege Escalation,1,T1098,Account Manipulation,T1098.003,Additional Cloud Roles,yes,IaaS; Identity Provider; Office Suite; SaaS,DET0277,AN0771; AN0772; AN0773,User Account Modification,,out-of-scope,0,
TA0004,Privilege Escalation,1,T1098,Account Manipulation,T1098.004,SSH Authorized Keys,yes,ESXi; IaaS; Linux; macOS; Network Devices,DET0126,AN0350; AN0351; AN0352; AN0353; AN0354,Command Execution; File Modification; Process Creation,,covered,1,techniques/T1098-account-manipulation/T1098.004-ssh-authorized-keys/authorized-keys-modified-for-persistence.yaml
TA0004,Privilege Escalation,1,T1098,Account Manipulation,T1098.005,Device Registration,yes,Windows; Identity Provider,DET0036,AN0103; AN0104,Active Directory Object Creation; Application Log Content; User Account Modification,,not-covered,0,
TA0004,Privilege Escalation,1,T1098,Account Manipulation,T1098.006,Additional Container Cluster Roles,yes,Containers,DET0572,AN1579,User Account Modification,,out-of-scope,0,
TA0004,Privilege Escalation,1,T1098,Account Manipulation,T1098.007,Additional Local or Domain Groups,yes,Windows; macOS; Linux,DET0310,AN0865; AN0866; AN0867,User Account Modification,,covered,1,techniques/T1098-account-manipulation/T1098.007-additional-local-or-domain-groups/privileged-group-membership-granted.yaml
TA0004,Privilege Escalation,1,T1134,Access Token Manipulation,,,no,Windows,DET0283,AN0786,Active Directory Object Modification; Logon Session Metadata; OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,parent,0,
TA0004,Privilege Escalation,1,T1134,Access Token Manipulation,T1134.001,Token Impersonation/Theft,yes,Windows,DET0482,AN1324,OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1134,Access Token Manipulation,T1134.002,Create Process with Token,yes,Windows,DET0456,AN1253,Active Directory Object Modification; Logon Session Metadata; OS API Execution; Process Access; Process Creation,OS API Execution; Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1134,Access Token Manipulation,T1134.003,Make and Impersonate Token,yes,Windows,DET0498,AN1375,Logon Session Metadata; OS API Execution; Process Creation,OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1134,Access Token Manipulation,T1134.004,Parent PID Spoofing,yes,Windows,DET0489,AN1351,OS API Execution; Process Creation; Process Metadata,OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1134,Access Token Manipulation,T1134.005,SID-History Injection,yes,Windows,DET0136,AN0383,Active Directory Object Modification; OS API Execution; User Account Metadata,OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1484,Domain or Tenant Policy Modification,,,no,Windows; Identity Provider,DET0270,AN0755; AN0756,Active Directory Object Modification; Application Log Content; File Modification; Process Creation; User Account Authentication,,parent,0,
TA0004,Privilege Escalation,1,T1484,Domain or Tenant Policy Modification,T1484.001,Group Policy Modification,yes,Windows,DET0305,AN0854,Active Directory Object Modification; File Creation; File Modification; Process Creation; User Account Modification,,covered,1,techniques/T1484-domain-or-tenant-policy-modification/T1484.001-group-policy-modification/group-policy-modified-to-distribute-execution.yaml
TA0004,Privilege Escalation,1,T1484,Domain or Tenant Policy Modification,T1484.002,Trust Modification,yes,Identity Provider; Windows,DET0458,AN1259; AN1260,Active Directory Object Modification; Application Log Content; Command Execution; Process Creation; User Account Modification,,not-covered,0,
TA0004,Privilege Escalation,1,T1543,Create or Modify System Process,,,no,Containers; Linux; macOS; Windows,DET0571,AN1575; AN1576; AN1577; AN1578,Command Execution; Container Creation; File Modification; Process Creation; Service Creation; Windows Registry Key Modification,Container Creation,parent,0,
TA0004,Privilege Escalation,1,T1543,Create or Modify System Process,T1543.001,Launch Agent,yes,macOS,DET0434,AN1208,Command Execution; File Creation; File Modification; Service Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1543,Create or Modify System Process,T1543.002,Systemd Service,yes,Linux,DET0253,AN0701,Command Execution; File Creation; File Modification; Process Creation; Service Creation,,covered,1,techniques/T1543-create-or-modify-system-process/T1543.002-systemd-service/systemd-unit-installed-for-untrusted-binary.yaml
TA0004,Privilege Escalation,1,T1543,Create or Modify System Process,T1543.003,Windows Service,yes,Windows,DET0552,AN1527,Driver Load; Process Creation; Service Creation; Windows Registry Key Modification,Driver Load,covered,1,techniques/T1543-create-or-modify-system-process/T1543.003-windows-service/service-created-for-untrusted-binary.yaml
TA0004,Privilege Escalation,1,T1543,Create or Modify System Process,T1543.004,Launch Daemon,yes,macOS,DET0401,AN1126,File Creation; File Modification; Process Creation; Service Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1543,Create or Modify System Process,T1543.005,Container Service,yes,Containers,DET0473,AN1304,Container Creation; Pod Creation; Process Creation; Service Creation,Container Creation; Pod Creation,out-of-scope,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,,,no,Linux; macOS; Windows; SaaS; IaaS; Office Suite,DET0010,AN0024; AN0025; AN0026; AN0027; AN0028; AN0029,Cloud Service Modification; Command Execution; File Metadata; File Modification; Network Traffic Content; Process Creation; Scheduled Job Creation; Script Execution; WMI Creation; Windows Registry Key Modification,Cloud Service Modification,parent,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.001,Change Default File Association,yes,Windows,DET0061,AN0170,Logon Session Metadata; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1546-event-triggered-execution/T1546.001-change-default-file-association/file-association-redirected-to-an-interpreter.yaml
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.002,Screensaver,yes,Windows,DET0154,AN0441,Process Creation; Windows Registry Key Modification,,not-covered,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.003,Windows Management Instrumentation Event Subscription,yes,Windows,DET0086,AN0236,Module Load; Process Creation; WMI Creation,Module Load,covered,1,techniques/T1546-event-triggered-execution/T1546.003-wmi-event-subscription/wmi-event-subscription-persistence.yaml
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.004,Unix Shell Configuration Modification,yes,Linux; macOS,DET0020,AN0059; AN0060,File Modification; Network Traffic Content; Process Creation,,covered,1,techniques/T1546-event-triggered-execution/T1546.004-unix-shell-configuration-modification/shell-profile-modified-for-persistence.yaml
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.005,Trap,yes,macOS; Linux,DET0369,AN1038; AN1039,File Access; File Modification; Process Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.006,LC_LOAD_DYLIB Addition,yes,macOS,DET0216,AN0607,File Metadata; File Modification; Module Load,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.007,Netsh Helper DLL,yes,Windows,DET0575,AN1588,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.008,Accessibility Features,yes,Windows,DET0033,AN0094,File Creation; File Metadata; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1546-event-triggered-execution/T1546.008-accessibility-features/accessibility-binary-replaced-or-debugged.yaml
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.009,AppCert DLLs,yes,Windows,DET0362,AN1029,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.010,AppInit DLLs,yes,Windows,DET0557,AN1536,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.011,Application Shimming,yes,Windows,DET0017,AN0051,File Creation; Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.012,Image File Execution Options Injection,yes,Windows,DET0422,AN1186,Process Access; Process Creation; Windows Registry Key Creation; Windows Registry Key Modification,Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.013,PowerShell Profile,yes,Windows,DET0451,AN1245,Command Execution; File Creation; File Modification; Process Creation,,covered,1,techniques/T1546-event-triggered-execution/T1546.013-powershell-profile/powershell-profile-modified-for-persistence.yaml
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.014,Emond,yes,macOS,DET0555,AN1534,Command Execution; File Creation; File Modification; Process Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.015,Component Object Model Hijacking,yes,Windows,DET0481,AN1323,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.016,Installer Packages,yes,Linux; macOS; Windows,DET0330,AN0938; AN0939; AN0940,File Creation; Process Creation,,covered,1,techniques/T1546-event-triggered-execution/T1546.016-installer-packages/installer-package-used-for-triggered-execution.yaml
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.017,Udev Rules,yes,Linux,DET0375,AN1056,Command Execution; File Modification; Process Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1546,Event Triggered Execution,T1546.018,Python Startup Hooks,yes,Linux; macOS; Windows,DET0258,AN0713,File Metadata; File Modification; Network Traffic Content; Process Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,,,no,Linux; macOS; Windows; Network Devices,DET0274,AN0764; AN0765; AN0766,File Creation; File Modification; Process Creation; Service Metadata; Windows Registry Key Modification,,parent,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.001,Registry Run Keys / Startup Folder,yes,Windows,DET0365,AN1032,File Creation; Process Creation; Windows Registry Key Modification,,covered,1,techniques/T1547-boot-or-logon-autostart-execution/T1547.001-registry-run-keys-startup-folder/run-key-pointing-to-user-writable-payload.yaml
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.002,Authentication Package,yes,Windows,DET0207,AN0583,Module Load; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.003,Time Providers,yes,Windows,DET0122,AN0341,File Creation; Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.004,Winlogon Helper DLL,yes,Windows,DET0404,AN1133,Module Load; Process Creation; Windows Registry Key Access; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.005,Security Support Provider,yes,Windows,DET0542,AN1495,Module Load; Process Creation; Windows Registry Key Modification,Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.006,Kernel Modules and Extensions,yes,macOS; Linux,DET0450,AN1243; AN1244,Command Execution; File Creation; File Modification; Kernel Module Load; Process Creation,Kernel Module Load,not-covered,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.007,Re-opened Applications,yes,macOS,DET0125,AN0349,File Metadata; File Modification; Logon Session Metadata; Process Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.008,LSASS Driver,yes,Windows,DET0225,AN0629,Driver Load; File Creation; File Modification; Module Load; Windows Registry Key Creation; Windows Registry Key Modification,Driver Load; Module Load,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.009,Shortcut Modification,yes,Windows,DET0180,AN0510,File Creation; File Metadata; File Modification; Process Creation,,covered,1,techniques/T1547-boot-or-logon-autostart-execution/T1547.009-shortcut-modification/startup-shortcut-repointed-to-payload.yaml
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.010,Port Monitors,yes,Windows,DET0204,AN0580,File Creation; Module Load; OS API Execution; Process Creation; Windows Registry Key Modification,Module Load; OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.012,Print Processors,yes,Windows,DET0026,AN0074,File Creation; Module Load; Process Access; Windows Registry Key Modification,Module Load; Process Access,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.013,XDG Autostart Entries,yes,Linux,DET0390,AN1096,File Access; File Creation; File Metadata; Logon Session Creation; Process Creation,,not-covered,0,
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.014,Active Setup,yes,Windows,DET0312,AN0871,Logon Session Metadata; Process Creation; Windows Registry Key Creation; Windows Registry Key Modification,,covered,1,techniques/T1547-boot-or-logon-autostart-execution/T1547.014-active-setup/active-setup-command-registered.yaml
TA0004,Privilege Escalation,1,T1547,Boot or Logon Autostart Execution,T1547.015,Login Items,yes,macOS,DET0121,AN0340,File Modification; OS API Execution; Process Creation; Script Execution,OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1548,Abuse Elevation Control Mechanism,,,no,Linux; macOS; Windows; IaaS; Office Suite; Identity Provider,DET0345,AN0975; AN0976; AN0977; AN0978; AN0979,File Metadata; Logon Session Metadata; OS API Execution; Process Creation; Process Metadata; User Account Modification; Windows Registry Key Modification,OS API Execution,parent,0,
TA0004,Privilege Escalation,1,T1548,Abuse Elevation Control Mechanism,T1548.001,Setuid and Setgid,yes,Linux; macOS,DET0110,AN0307; AN0308,Command Execution; Process Creation; Process Metadata,,not-covered,0,
TA0004,Privilege Escalation,1,T1548,Abuse Elevation Control Mechanism,T1548.002,Bypass User Account Control,yes,Windows,DET0388,AN1094,Logon Session Metadata; Module Load; Process Access; Process Creation; Windows Registry Key Modification,Module Load; Process Access,covered,1,techniques/T1548-abuse-elevation-control-mechanism/T1548.002-bypass-user-account-control/uac-bypass-via-auto-elevated-binary.yaml
TA0004,Privilege Escalation,1,T1548,Abuse Elevation Control Mechanism,T1548.003,Sudo and Sudo Caching,yes,Linux; macOS,DET0052,AN0142; AN0143,Command Execution; File Modification; Process Metadata; Process Termination,Process Termination,covered,1,techniques/T1548-abuse-elevation-control-mechanism/T1548.003-sudo-and-sudo-caching/sudo-configuration-weakened.yaml
TA0004,Privilege Escalation,1,T1548,Abuse Elevation Control Mechanism,T1548.004,Elevated Execution with Prompt,yes,macOS,DET0395,AN1111,OS API Execution; Process Creation; User Account Authentication,OS API Execution,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1548,Abuse Elevation Control Mechanism,T1548.005,Temporary Elevated Cloud Access,yes,IaaS; Office Suite; Identity Provider,DET0393,AN1105; AN1106; AN1107,Application Log Content; User Account Authentication; User Account Metadata,,out-of-scope,0,
TA0004,Privilege Escalation,1,T1548,Abuse Elevation Control Mechanism,T1548.006,TCC Manipulation,yes,macOS,DET0534,AN1474,Command Execution; File Modification; Host Status; Process Creation,Host Status,blocked-telemetry,0,
TA0004,Privilege Escalation,1,T1611,Escape to Host,,,yes,Windows; Linux; Containers; ESXi,DET0219,AN0612; AN0613; AN0614; AN0615,Container Creation; File Creation; Kernel Module Load; OS API Execution; Process Creation; Volume Modification,Container Creation; Kernel Module Load; OS API Execution; Volume Modification,not-covered,0,
TA0005,Stealth,1,T1006,Direct Volume Access,,,yes,Network Devices; Windows,DET0426,AN1193; AN1194,Command Execution; Process Access; Process Creation,Process Access,blocked-telemetry,0,
TA0005,Stealth,1,T1014,Rootkit,,,yes,Linux; macOS; Windows,DET0377,AN1061; AN1062; AN1063,Driver Load; File Creation; File Modification; Module Load; Process Creation; Service Creation,Driver Load; Module Load,blocked-telemetry,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,,,no,ESXi; Linux; macOS; Network Devices; Windows,DET0378,AN1064; AN1065; AN1066; AN1067; AN1068,Command Execution; File Creation; File Metadata; File Modification; Network Traffic Content; OS API Execution; Process Creation,OS API Execution,parent,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.001,Binary Padding,yes,Linux; macOS; Windows,DET0553,AN1528; AN1529; AN1530,File Access; File Creation; Process Creation,,not-covered,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.002,Software Packing,yes,Linux; macOS; Windows,DET0023,AN0066; AN0067; AN0068,Process Access; Process Creation; Process Modification,Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.003,Steganography,yes,Linux; macOS; Windows,DET0119,AN0331; AN0332; AN0333,File Access; Network Connection Creation; Process Creation,,not-covered,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.004,Compile After Delivery,yes,Linux; macOS; Windows,DET0501,AN1381; AN1382; AN1383,File Creation; Network Connection Creation; Process Creation,,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.004-compile-after-delivery/source-compiled-on-the-endpoint.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.005,Indicator Removal from Tools,yes,Linux; macOS; Windows,DET0189,AN0540; AN0541; AN0542,Application Log Content; File Creation; File Metadata; Process Creation; Process Modification,Process Modification,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.005-indicator-removal-from-tools/tooling-rebuilt-after-detection.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.006,HTML Smuggling,yes,Linux; macOS; Windows,DET0313,AN0872; AN0873; AN0874,File Creation; File Metadata; Network Traffic Content; Process Creation,,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.006-html-smuggling/html-smuggled-payload-assembled-locally.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.007,Dynamic API Resolution,yes,Windows,DET0091,AN0250,Module Load; OS API Execution; Process Creation,Module Load; OS API Execution,blocked-telemetry,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.008,Stripped Payloads,yes,Linux; macOS; Network Devices; Windows,DET0019,AN0055; AN0056; AN0057; AN0058,File Creation; File Metadata; File Modification; Network Traffic Content; Process Creation,,not-covered,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.009,Embedded Payloads,yes,Linux; macOS; Windows,DET0214,AN0599; AN0600; AN0601,File Access; File Creation; File Metadata; File Modification; Process Creation,,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.009-embedded-payloads/payload-carved-out-of-a-carrier-file.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.010,Command Obfuscation,yes,Linux; macOS; Windows,DET0505,AN1394; AN1395; AN1396,Command Execution; Process Creation,,covered,2,techniques/T1027-obfuscated-files-or-information/T1027.010-command-obfuscation/character-substitution-obfuscated-command.yaml; techniques/T1027-obfuscated-files-or-information/T1027.010-command-obfuscation/encoded-powershell-command.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.011,Fileless Storage,yes,Linux; Windows,DET0344,AN0973; AN0974,File Creation; File Metadata; WMI Creation; Windows Registry Key Modification,,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.011-fileless-storage/payload-stored-in-registry-value.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.012,LNK Icon Smuggling,yes,Windows,DET0405,AN1134,File Metadata; Network Connection Creation; Process Creation,,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.012-lnk-icon-smuggling/shortcut-disguised-by-borrowed-icon.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.013,Encrypted/Encoded File,yes,Linux; macOS; Windows,DET0087,AN0237; AN0238; AN0239,Command Execution; Module Load; Network Connection Creation; Process Access; Process Creation; Process Modification,Module Load; Process Access; Process Modification,not-covered,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.014,Polymorphic Code,yes,Linux; macOS; Windows,DET0324,AN0919; AN0920; AN0921,File Creation; File Modification; Module Load; Process Access; Process Creation; Process Metadata; Process Modification,Module Load; Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.015,Compression,yes,Linux; macOS; Windows,DET0281,AN0782; AN0783; AN0784,File Access; File Creation; File Metadata; File Modification; Process Creation,,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.015-compression/payload-compressed-to-evade-inspection.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.016,Junk Code Insertion,yes,Linux; macOS; Windows,DET0322,AN0913; AN0914; AN0915,File Creation; Process Access; Process Creation; Process Modification,Process Access; Process Modification,blocked-telemetry,0,
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.017,SVG Smuggling,yes,Linux; macOS; Windows,DET0510,AN1407; AN1408; AN1409,File Creation; File Modification; Network Connection Creation; Network Traffic Content; Process Creation,,covered,1,techniques/T1027-obfuscated-files-or-information/T1027.017-svg-smuggling/svg-delivered-payload-assembled-locally.yaml
TA0005,Stealth,1,T1027,Obfuscated Files or Information,T1027.018,Invisible Unicode,yes,Linux; macOS; Windows,DET0920,AN2063; AN2064; AN2065,Command Execution; File Access; File Creation; File Metadata; Module Load; Network Connection Creation; Process Creation; Script Execution,Module Load,not-covered,0,
